Datetime,Title,Brief
NHẬN ĐỊNH THỊ TRƯỜNG 18/12 20:00,Thị trường chứng quyền 19/12/2024: Khối ngoại gia tăng mua ròng,"Kết thúc phiên giao dịch ngày 18/12/2024, toàn thị trường có 32 mã tăng, 26 mã giảm và 26 mã tham chiếu. Khối ngoại tiếp tục mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 18/12 19:30,Chứng khoán phái sinh ngày 19/12/2024: Thanh khoản duy trì ở mức thấp,Các hợp đồng tương lai hầu hết đều tăng trong phiên giao dịch ngày 18/12/2024. VN30-Index tăng điểm cùng với thanh khoản nằm dưới mức trung bình 20...
NHẬN ĐỊNH THỊ TRƯỜNG 18/12 17:09,Vietstock Daily 19/12/2024: Kỳ vọng thanh khoản phục hồi,"VN-Index quay trở lại phiên tăng điểm đồng thời duy trì tích cực trên đường SMA 200 ngày. Tuy nhiên, khối lượng giao dịch cần vượt lên trên mức trung..."
NHẬN ĐỊNH THỊ TRƯỜNG 18/12 15:22,"Nhịp đập Thị trường 18/12: Nhóm dầu khí dậy sóng, VN-Index lấy lại mốc 1,265 điểm","Kết thúc phiên giao dịch, VN-Index tăng 4.28 điểm (0.34%), lên mức 1,266 điểm; HNX-Index tăng 0.54 điểm (0.24%), lên mức 227.43 điểm. Độ rộng toàn..."
NHẬN ĐỊNH THỊ TRƯỜNG 17/12 20:00,Thị trường chứng quyền 18/12/2024: Tình hình chuyển biến tiêu cực,"Kết thúc phiên giao dịch ngày 17/12/2024, toàn thị trường có 8 mã tăng, 60 mã giảm và 16 mã tham chiếu. Khối ngoại tiếp tục mua ròng với tổng mức mua..."
NHẬN ĐỊNH THỊ TRƯỜNG 17/12 19:30,Chứng khoán phái sinh ngày 18/12/2024: Tâm lý thận trọng bao trùm thị trường,Các hợp đồng tương lai hầu hết đều giảm trong phiên giao dịch ngày 17/12/2024. VN30-Index giảm điểm cùng với khối lượng giao dịch tiếp tục suy yếu và...
NHẬN ĐỊNH THỊ TRƯỜNG 17/12 17:15,Vietstock Daily 18/12/2024: Tình hình càng chuyển biến tiêu cực,VN-Index giảm điểm đồng thời xuất hiện mẫu hình nến Bearish Engulfing với khối lượng giao dịch sụt giảm dưới mức trung bình 20 ngày. Điều này thể...
NHẬN ĐỊNH THỊ TRƯỜNG 17/12 15:52,Nhịp đập Thị trường 17/12: Tâm lý thận trọng vẫn còn đè nặng,"Rơi xuống dưới tham chiếu từ cuối phiên sáng, VN-Index phiên hôm nay tạm dừng ở 1,261.72 điểm, giảm hơn 2 điểm. HNX-Index tụt nhẹ 0.15 điểm, giảm..."
NHẬN ĐỊNH THỊ TRƯỜNG 16/12 20:00,Thị trường chứng quyền 17/12/2024: Thị trường vẫn tiềm ẩn nhiều rủi ro,"Kết thúc phiên giao dịch ngày 16/12/2024, toàn thị trường có 21 mã tăng, 42 mã giảm và 21 mã tham chiếu. Khối ngoại tiếp tục mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 16/12 19:30,Chứng khoán phái sinh ngày 17/12/2024: Khối ngoại liên tục bán ròng,Các hợp đồng tương lai hầu hết đều tăng trong phiên giao dịch ngày 16/12/2024. VN30-Index tăng điểm nhẹ đồng thời xuất hiện mẫu hình nến Doji cùng...
NHẬN ĐỊNH THỊ TRƯỜNG 16/12 17:23,Vietstock Daily 17/12/2024: Tâm lý phân vân chi phối thị trường,"VN-Index tăng nhẹ đồng thời cắt đứt chuỗi giảm điểm 4 phiên liên tiếp với sự xuất hiện mẫu hình nến Doji. Thêm vào đó, khối lượng giao dịch nằm dưới..."
NHẬN ĐỊNH THỊ TRƯỜNG 16/12 15:27,"Nhịp đập Thị trường 16/12: Tâm lý phân vân vẫn còn, VN-Index tiếp tục giằng co với biên độ hẹp","Kết thúc phiên giao dịch, VN-Index tăng 1.22 điểm (0.1%), lên mức 1,263.79 điểm; HNX-Index tăng 0.04 điểm (0.02%), lên mức 227.04 điểm. Độ rộng toàn..."
NHẬN ĐỊNH THỊ TRƯỜNG 15/12 19:02,Thị trường chứng quyền tuần 16-20/12/2024: Diễn biến giằng co kéo dài,"Kết thúc phiên giao dịch ngày 13/12/2024, toàn thị trường có 16 mã tăng, 49 mã giảm và 17 mã tham chiếu. Khối ngoại tiếp tục mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 15/12 18:02,Vietstock Weekly 16-20/12/2024: Vẫn còn tiềm ẩn rủi ro,VN-Index chững lại đà tăng sau 3 tuần tăng điểm liên tiếp với khối lượng giao dịch duy trì dưới mức trung bình 20 tuần. Điều này phản ánh tâm lý của...
NHẬN ĐỊNH THỊ TRƯỜNG 14/12 20:02,Chứng khoán phái sinh tuần 16-20/12/2024: Tín hiệu rủi ro vẫn còn,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 13/12/2024. VN30-Index giảm điểm cùng với thanh khoản có sự sụt giảm mạnh cho...
NHẬN ĐỊNH THỊ TRƯỜNG 13/12 17:28,Chứng khoán Tuần 09-13/12/2024: Áp lực điều chỉnh ngắn hạn,"VN-Index ghi nhận không mấy tích cực trong tuần qua khi liên tục giảm 4/5 phiên gần nhất. Ngoài ra, khối lượng giao dịch duy trì dưới mức trung bình..."
NHẬN ĐỊNH THỊ TRƯỜNG 13/12 15:37,"Nhịp đập Thị trường 13/12: Giao dịch ảm đạm, VN-Index mất thêm gần 5 điểm","Kết thúc phiên giao dịch, VN-Index giảm 4.78 điểm (-0.38%), về mức 1,262.57 điểm; HNX-Index giảm 0.99 điểm (-0.43%), về mức 227 điểm. Độ rộng toàn..."
NHẬN ĐỊNH THỊ TRƯỜNG 12/12 20:00,Thị trường chứng quyền 13/12/2024: Giá trị giao dịch toàn thị trường giảm hơn 40%,"Kết thúc phiên giao dịch ngày 12/12/2024, toàn thị trường có 25 mã tăng, 44 mã giảm và 19 mã tham chiếu. Khối ngoại quay lại mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 12/12 19:30,Chứng khoán phái sinh ngày 13/12/2024: Trạng thái giằng co kéo dài,Các hợp đồng tương lai hầu hết đều tăng trong phiên giao dịch ngày 12/12/2024. VN30-Index tiếp tục giằng co cùng với thanh khoản vượt mức trung bình...
NHẬN ĐỊNH THỊ TRƯỜNG 12/12 17:10,Vietstock Daily 13/12/2024: Tình hình càng trở nên bi quan?,VN-Index giảm điểm phiên thứ 3 liên tiếp với sự xuất hiện mẫu hình nến Inverted Hammer kèm theo khối lượng giao dịch nằm dưới mức trung bình 20 ngày...
NHẬN ĐỊNH THỊ TRƯỜNG 12/12 15:27,"Nhịp đập Thị trường 12/12: Giảm trong phiên chiều, 3 sàn đồng loạt chuyển đỏ","Sau cú giảm không lường trước trong buổi chiều, cả 3 chỉ số trên thị trường đồng loạt kết phiên 12/12 trong sắc đỏ, lần lượt VN-Index giảm 1.51 điểm..."
NHẬN ĐỊNH THỊ TRƯỜNG 11/12 20:00,Thị trường chứng quyền 12/12/2024: Triển vọng ngắn hạn vẫn khá bi quan,"Kết thúc phiên giao dịch ngày 11/12/2024, toàn thị trường có 18 mã tăng, 56 mã giảm và 14 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 11/12 19:30,Chứng khoán phái sinh ngày 12/12/2024: Khối ngoại giao dịch thiếu ổn định,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 11/12/2024. VN30-Index tăng điểm đồng thời xuất hiện mẫu hình nến High Wave...
NHẬN ĐỊNH THỊ TRƯỜNG 11/12 17:01,Vietstock Daily 12/12/2024: Rủi ro điều chỉnh gia tăng,VN-Index tiếp tục giảm điểm với diễn biến giằng co kèm theo khối lượng giao dịch nằm dưới mức trung bình 20 ngày. Điều này cho thấy tâm lý thận trọng...
NHẬN ĐỊNH THỊ TRƯỜNG 11/12 15:27,"Nhịp đập Thị trường 11/12: Tâm lý lưỡng lự vẫn còn, VN-Index kéo dài sự giằng co","Kết thúc phiên giao dịch, VN-Index giảm 3.21 điểm (-0.25%), về mức 1,268.86 điểm; HNX-Index giảm 1.06 điểm (-0.46%), về mức 228.18 điểm. Độ rộng toàn..."
NHẬN ĐỊNH THỊ TRƯỜNG 10/12 20:00,Thị trường chứng quyền 11/12/2024: Khối ngoại tiếp tục bán ròng,"Kết thúc phiên giao dịch ngày 10/12/2024, toàn thị trường có 17 mã tăng, 54 mã giảm và 17 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 10/12 19:30,Chứng khoán phái sinh ngày 11/12/2024: Tín hiệu rủi ro dần xuất hiện,Các hợp đồng tương lai hầu hết đều tăng trong phiên giao dịch ngày 10/12/2024. VN30-Index giảm điểm và liên tục xuất hiện mẫu hình nến Doji trong các...
NHẬN ĐỊNH THỊ TRƯỜNG 10/12 17:17,Vietstock Daily 11/12/2024: Chưa thoát khỏi tâm lý thận trọng,VN-Index chững lại đà tăng với phiên giảm điểm nhẹ kèm theo khối lượng giao dịch nằm dưới mức trung bình 20 ngày. Điều này cho thấy tâm lý của nhà...
NHẬN ĐỊNH THỊ TRƯỜNG 10/12 15:42,"Nhịp đập Thị trường 10/12: Lực bán gia tăng, thanh khoản suy yếu, VN-Index kết phiên dưới tham chiếu","Sắc đỏ nhuốm màu VN-Index trong phiên chiều. Chỉ số rơi về dưới tham chiếu sau giờ nghỉ trưa và kết phiên ở dưới mức này. Chung cuộc, VN-Index giảm..."
NHẬN ĐỊNH THỊ TRƯỜNG 09/12 20:00,Thị trường chứng quyền 10/12/2024: Áp lực bán vẫn còn,"Kết thúc phiên giao dịch ngày 09/12/2024, toàn thị trường có 24 mã tăng, 46 mã giảm và 18 mã tham chiếu. Khối ngoại quay lại bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 09/12 19:30,Chứng khoán phái sinh ngày 10/12/2024: Tiếp diễn trạng thái giằng co,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 09/12/2024. VN30-Index giảm điểm đồng thời xuất hiện mẫu hình nến Doji cho thấy...
NHẬN ĐỊNH THỊ TRƯỜNG 09/12 17:13,Vietstock Daily 10/12/2024: Đà tăng được duy trì,"VN-Index tiếp tục nối dài mạch tăng điểm kể từ khi vượt lên trên đường SMA 200 ngày. Bên cạnh đó, khối lượng giao dịch duy trì trên mức trung bình 20..."
NHẬN ĐỊNH THỊ TRƯỜNG 09/12 15:37,"Nhịp đập Thị trường 09/12: Tiếp tục phân hóa quanh mốc 1,270 điểm","Kết thúc phiên giao dịch, VN-Index tăng nhẹ 3.7 điểm (0.29%), lên mức 1,237.84 điểm; HNX-Index tăng 0.28 điểm (0.12%), lên mức 229.21 điểm. Độ rộng..."
NHẬN ĐỊNH THỊ TRƯỜNG 08/12 19:00,Thị trường chứng quyền tuần 09-13/12/2024: Khối ngoại bất ngờ mua ròng mạnh trong phiên cuối tuần,"Kết thúc phiên giao dịch ngày 06/12/2024, toàn thị trường có 15 mã tăng, 35 mã giảm và 16 mã tham chiếu. Khối ngoại tiếp tục mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 08/12 18:00,Vietstock Weekly 09-13/12/2024: Đà tăng được duy trì,"VN-Index tiếp nối đà tăng với 3 tuần tăng điểm liên tiếp đồng thời có cơ hội test lại đỉnh cũ tháng 10/2024 (tương đương vùng 1,285-1,300 điểm)..."
NHẬN ĐỊNH THỊ TRƯỜNG 07/12 20:00,Chứng khoán phái sinh tuần 09-13/12/2024: Xuất hiện trạng thái giằng co,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 06/12/2024. VN30-Index giảm điểm nhẹ đồng thời xuất hiện mẫu hình nến Doji cùng...
NHẬN ĐỊNH THỊ TRƯỜNG 06/12 17:04,Chứng khoán Tuần 02-06/12/2024: Duy trì triển vọng tích cực,VN-Index kết phiên tăng nhẹ đồng thời nối dài mạch tăng điểm 3 tuần liên tiếp kể từ sau đợt giảm mạnh vào giai đoạn giữa tháng 11/2024. Tuy nhiên...
NHẬN ĐỊNH THỊ TRƯỜNG 06/12 15:27,"Nhịp đập Thị trường 06/12: Thị trường giằng co, VN-Index tái cân bằng tại mốc 1,270 điểm","Kết thúc phiên giao dịch, VN-Index tăng nhẹ 2.61 điểm (0.21%), lên mức 1,270.14 điểm; HNX-Index giảm 0.67 điểm (-0.29%), xuống mức 228.93 điểm. Độ..."
NHẬN ĐỊNH THỊ TRƯỜNG 05/12 20:00,Thị trường chứng quyền 06/12/2024: Sắc xanh lan tỏa khắp thị trường,"Kết thúc phiên giao dịch ngày 05/12/2024, toàn thị trường có 59 mã tăng, 5 mã giảm và 3 mã tham chiếu. Khối ngoại tiếp tục mua ròng với tổng mức mua..."
NHẬN ĐỊNH THỊ TRƯỜNG 05/12 19:30,Chứng khoán phái sinh ngày 06/12/2024: Triển vọng phục hồi quay trở lại,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 05/12/2024. VN30-Index tăng điểm mạnh đồng thời xuất hiện mẫu hình nến White...
NHẬN ĐỊNH THỊ TRƯỜNG 05/12 17:11,Vietstock Daily 06/12/2024: Tâm lý lạc quan quay trở lại?,"VN-Index bật tăng mạnh với hơn 27 điểm đồng thời xuất hiện mẫu hình nến White Marubozu. Bên cạnh đó, khối lượng giao dịch vượt lên trên mức trung..."
NHẬN ĐỊNH THỊ TRƯỜNG 05/12 15:22,"Nhịp đập Thị trường 05/12: Phiên chiều mỹ mãn, thị trường tăng mạnh kèm thanh khoản bùng nổ","Đạt mức tăng mạnh trong phiên chiều, các chỉ số chứng khoán Việt Nam kết phiên 05/12 đầy tích cực với VN-Index tăng 27.12 điểm lên 1,267.53..."
NHẬN ĐỊNH THỊ TRƯỜNG 04/12 20:00,Thị trường chứng quyền 05/12/2024: Đỏ lửa cùng thị trường cơ sở,"Kết thúc phiên giao dịch ngày 04/12/2024, toàn thị trường có 6 mã tăng, 56 mã giảm và 15 mã tham chiếu. Khối ngoại quay lại mua ròng với tổng mức mua..."
NHẬN ĐỊNH THỊ TRƯỜNG 04/12 19:30,Chứng khoán phái sinh ngày 05/12/2024: Tâm lý bi quan dần quay trở lại,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 04/12/2024. VN30-Index giảm điểm cùng với khối lượng giao dịch có sự trồi sụt...
NHẬN ĐỊNH THỊ TRƯỜNG 04/12 17:11,Vietstock Daily 05/12/2024: Áp lực bán gia tăng,VN-Index giảm mạnh với khối lượng giao dịch vượt lên trên mức trung bình 20 ngày cho thấy tâm lý của nhà đầu tư khá tiêu cực. Nếu trong các phiên...
NHẬN ĐỊNH THỊ TRƯỜNG 04/12 15:27,"Nhịp đập Thị trường 04/12: VN-Index lui về mốc 1,240 điểm","Kết thúc phiên giao dịch, VN-Index giảm 9.42 điểm (-0.75%), về mức 1,240.41 điểm; HNX-Index giảm 0.67 điểm (-0.3%), về mức 224.62 điểm. Độ rộng toàn..."
NHẬN ĐỊNH THỊ TRƯỜNG 03/12 20:00,Thị trường chứng quyền 04/12/2024: Vẫn chưa thể lạc quan,"Kết thúc phiên giao dịch ngày 03/12/2024, toàn thị trường có 15 mã tăng, 45 mã giảm và 17 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 03/12 19:30,Chứng khoán phái sinh ngày 04/12/2024: Khối ngoại bất ngờ bán ròng mạnh,"Các hợp đồng tương lai hầu hết đều tăng trong phiên giao dịch ngày 03/12/2024 VN30-Index tăng điểm, đồng thời xuất hiện mẫu hình nến gần giống High..."
NHẬN ĐỊNH THỊ TRƯỜNG 03/12 17:15,Vietstock Daily 04/12/2024: Chững lại đà tăng,VN-Index chững lại đà tăng với phiên giảm điểm nhẹ trong bối cảnh khối lượng giao dịch tiếp tục nằm dưới mức trung bình 20 ngày. Điều này chứng tỏ...
NHẬN ĐỊNH THỊ TRƯỜNG 03/12 15:17,Nhịp đập Thị trường 03/12: Nhóm bảo hiểm tích cực dù thị trường lình xình,Diễn biến giằng co tiếp tục kéo dài trong phiên chiều. VN-Index chạy quanh tham chiếu rồi kết phiên ở dưới mốc này. Phe bán tiếp tục chiếm ưu thế khi...
NHẬN ĐỊNH THỊ TRƯỜNG 02/12 20:00,Thị trường chứng quyền 03/12/2024: Tình hình chuyển biến tiêu cực,"Kết thúc phiên giao dịch ngày 02/12/2024, toàn thị trường có 10 mã tăng, 49 mã giảm và 18 mã tham chiếu. Khối ngoại quay lại bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 02/12 19:30,Chứng khoán phái sinh ngày 03/12/2024: Hiện tượng phân hóa đang diễn ra,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 02/12/2024. VN30-Index giảm điểm cùng với thanh khoản tiếp tục nằm dưới mức...
NHẬN ĐỊNH THỊ TRƯỜNG 02/12 17:18,Vietstock Daily 03/12/2024: Đà tăng được ủng hộ,"VN-Index liên tục duy trì đà tăng kể từ khi vượt lên trên đường Middle của Bollinger Bands. Nếu trong các phiên tới, chỉ số nằm trên đường SMA 200..."
NHẬN ĐỊNH THỊ TRƯỜNG 02/12 15:27,"Nhịp đập Thị trường 02/12: Diễn biến tiếp tục phân hóa, VN-Index kiểm tra lại mốc 1,251 điểm","Kết thúc phiên giao dịch, VN-Index tăng nhẹ 0.75 điểm (0.06%), lên mức 1,251.21 điểm; HNX-Index tăng 0.68 điểm (0.3%), lên mức 225.32 điểm. Độ rộng..."
NHẬN ĐỊNH THỊ TRƯỜNG 01/12 19:02,Thị trường chứng quyền tuần 02-06/12/2024: Khối ngoại quay lại mua ròng,"Kết thúc phiên giao dịch ngày 29/11/2024, toàn thị trường có 32 mã tăng, 28 mã giảm và 17 mã tham chiếu. Khối ngoại quay lại mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 01/12 18:02,Vietstock Weekly 02-06/12/2024: Đà tăng được duy trì,"VN-Index tiếp nối đà tăng so với tuần trước đó với sự xuất hiện mẫu hình nến White Marubozu. Bên cạnh đó, chỉ số vượt lên trên đường SMA 200 tuần cho..."
NHẬN ĐỊNH THỊ TRƯỜNG 30/11 20:02,Chứng khoán phái sinh tuần 02-06/12/2024: Tâm lý thận trọng vẫn còn,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 29/11/2024. VN30-Index kéo dài chuỗi tăng 5 phiên liên tiếp cùng với khối lượng...
NHẬN ĐỊNH THỊ TRƯỜNG 29/11 17:07,Chứng khoán Tuần 25-29/11/2024: Khối ngoại duy trì mua ròng,Tâm lý thận trọng vẫn còn hiện diện trên thị trường dù VN-Index đã phục hồi khá tốt trong tuần vừa qua. Khối lượng giao dịch cần có sự cải thiện...
NHẬN ĐỊNH THỊ TRƯỜNG 29/11 15:27,"Nhịp đập Thị trường 29/11: Nhóm viễn thông hồi phục, VN-Index đóng cửa tăng hơn 8 điểm","Kết thúc phiên giao dịch, VN-Index tăng 8.35 điểm (0.67%), lên mức 1,250.46 điểm; HNX-Index tăng 1.07 điểm (0.48%), lên mức 224.64 điểm. Độ rộng toàn..."
NHẬN ĐỊNH THỊ TRƯỜNG 28/11 20:00,Thị trường chứng quyền 29/11/2024: Thị trường diễn biến phân hóa,"Kết thúc phiên giao dịch ngày 28/11/2024, toàn thị trường có 25 mã tăng, 35 mã giảm và 17 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 28/11 19:30,Chứng khoán phái sinh ngày 29/11/2024: Diễn biến giằng co kéo dài,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 28/11/2024. VN30-Index tăng điểm nhẹ đồng thời xuất hiện mẫu hình nến gần giống...
NHẬN ĐỊNH THỊ TRƯỜNG 28/11 17:11,Vietstock Daily 29/11/2024: Kỳ vọng thanh khoản phục hồi?,"VN-Index tăng nhẹ đồng thời duy trì trên đường Middle của Bollinger Bands. Nếu trong các phiên tới, chỉ số tiếp tục nằm trên ngưỡng này với khối..."
NHẬN ĐỊNH THỊ TRƯỜNG 28/11 15:37,"Nhịp đập Thị trường 28/11: Áp lực gia tăng, VN-Index mất thành quả đầu phiên","Thị trường tiếp tục chịu áp lực trong phiên chiều và lùi dần về tham chiếu. Kết phiên 28/11, các chỉ số chỉ còn ghi nhận các mức tăng nhẹ, lần lượt..."
NHẬN ĐỊNH THỊ TRƯỜNG 27/11 20:00,Thị trường chứng quyền 28/11/2024: Khối ngoại liên tục bán ròng,"Kết thúc phiên giao dịch ngày 27/11/2024, toàn thị trường có 11 mã tăng, 52 mã giảm và 14 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 27/11 19:30,Chứng khoán phái sinh ngày 28/11/2024: Thị trường diễn biến phân hóa,Các hợp đồng tương lai tăng giảm trái chiều trong phiên giao dịch ngày 27/11/2024. VN30-Index tăng điểm cùng với khối lượng giao dịch tiếp tục suy...
NHẬN ĐỊNH THỊ TRƯỜNG 27/11 17:15,Vietstock Daily 28/11/2024: Tiếp tục giằng co,VN-Index giảm nhẹ với diễn biến giằng co kèm theo khối lượng giao dịch nằm dưới mức trung bình 20 ngày. Điều này phản ánh tâm lý thận trọng của nhà...
NHẬN ĐỊNH THỊ TRƯỜNG 27/11 15:22,Nhịp đập Thị trường 27/11: Khối ngoại tiếp tục mua ròng nhưng VN-Index lại lình xình,"Kết thúc phiên giao dịch, VN-Index giảm nhẹ 0.16 điểm (-0.01%), về mức 1,241.97 điểm; HNX-Index giảm 0.61 điểm (-0.27%), về mức 223.09 điểm. Độ rộng..."
NHẬN ĐỊNH THỊ TRƯỜNG 26/11 20:00,Thị trường chứng quyền 27/11/2024: Sắc xanh lan tỏa khắp thị trường,"Kết thúc phiên giao dịch ngày 26/11/2024, toàn thị trường có 49 mã tăng, 15 mã giảm và 13 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 26/11 19:30,Chứng khoán phái sinh ngày 27/11/2024: Triển vọng ngắn hạn đã được cải thiện,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 26/11/2024. VN30-Index tăng giá cùng với khối lượng chưa có sự cải thiện rõ...
NHẬN ĐỊNH THỊ TRƯỜNG 26/11 17:17,Vietstock Daily 27/11/2024: Giữ vững đà tăng,"VN-Index tiếp tục tăng điểm, đồng thời vượt lên trên đường Middle của Bollinger Bands. Nếu trong các phiên tới, chỉ số giữ vững trên ngưỡng này kèm..."
NHẬN ĐỊNH THỊ TRƯỜNG 26/11 15:57,"Nhịp đập Thị trường 26/11: Mua ròng 3 phiên liền, khối ngoại đang trở lại?","Kết phiên, VN-Index tăng hơn 7.4 điểm, đạt 1,242.13 điểm, HNX-Index tăng 1.45 điểm lên 223.7 điểm. Tới hôm nay, khối ngoại đã có phiên mua ròng thứ 3..."
NHẬN ĐỊNH THỊ TRƯỜNG 25/11 20:00,Thị trường chứng quyền 26/11/2024: Giá trị giao dịch sụt hơn 50%,"Kết thúc phiên giao dịch ngày 25/11/2024, toàn thị trường có 33 mã tăng, 28 mã giảm và 16 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 25/11 19:30,Chứng khoán phái sinh ngày 26/11/2024: Nhà đầu tư đang thận trọng trong ngắn hạn,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 25/11/2024. VN30-Index tăng điểm cùng với khối lượng giao dịch tiếp tục suy yếu...
NHẬN ĐỊNH THỊ TRƯỜNG 25/11 17:04,Vietstock Daily 26/11/2024: Tăng trong thận trọng,VN-Index tăng điểm khá tốt trong bối cảnh khối lượng giao dịch đang duy trì dưới mức trung bình 20 ngày. Điều này phản ánh tâm lý thận trọng của nhà...
NHẬN ĐỊNH THỊ TRƯỜNG 25/11 15:17,"Nhịp đập Thị trường 25/11: Tâm lý phân vân xuất hiện, VN-Index chưa thể bứt phá","Kết thúc phiên giao dịch, VN-Index tăng 6.6 điểm (0.54%), lên mức 1,234.7 điểm; HNX-Index tăng 0.96 điểm (0.43%), lên mức 222.25 điểm. Độ rộng toàn..."
NHẬN ĐỊNH THỊ TRƯỜNG 24/11 19:02,Thị trường chứng quyền tuần 25-29/11/2024: Sắc xanh đỏ đan xen,"Kết thúc phiên giao dịch ngày 22/11/2024, toàn thị trường có 27 mã tăng, 32 mã giảm và 18 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 24/11 18:00,Vietstock Weekly 25-29/11/2024: Vẫn còn tiềm ẩn rủi ro,"VN-Index hồi phục tích cực trở lại kể từ sau đợt giảm mạnh vào tuần trước đó. Tuy nhiên, khối lượng giao dịch nằm dưới mức trung bình 20 tuần cho..."
NHẬN ĐỊNH THỊ TRƯỜNG 23/11 20:00,Chứng khoán phái sinh tuần 25-29/11/2024: Tâm lý phân vân chi phối thị trường,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 22/11/2024. VN30-Index giảm điểm đồng thời xuất hiện mẫu hình nến Doji cùng với...
NHẬN ĐỊNH THỊ TRƯỜNG 22/11 17:21,Chứng khoán Tuần 18-22/11/2024: Kỳ vọng dòng tiền quay trở lại,"VN-Index khép lại tuần giao dịch với phiên giảm điểm nhẹ. Tuy nhiên, điều này cũng không ảnh hưởng nhiều đến sự phục hồi tích cực của chỉ số trong..."
NHẬN ĐỊNH THỊ TRƯỜNG 22/11 15:22,Nhịp đập Thị trường 22/11: Khối ngoại cắt chuỗi bán ròng,"Kết thúc phiên giao dịch, VN-Index giảm nhẹ 0.23 điểm (-0.02%), về mức 1,228.1 điểm; HNX-Index giảm 0.47 điểm (-0.21%), về mức 221.29 điểm. Độ rộng..."
NHẬN ĐỊNH THỊ TRƯỜNG 21/11 20:00,Thị trường chứng quyền 22/11/2024: Tâm lý nhà đầu tư đang dần cải thiện,"Kết thúc phiên giao dịch ngày 21/11/2024, toàn thị trường có 44 mã tăng, 21 mã giảm và 12 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 21/11 19:30,Chứng khoán phái sinh ngày 22/11/2024: Phe Long lên tiếng,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 21/11/2024. VN30-Index tăng điểm mạnh cùng với khối lượng giao dịch có sự sụt...
NHẬN ĐỊNH THỊ TRƯỜNG 21/11 17:10,Vietstock Daily 22/11/2024: Tiếp nối đà tăng?,"VN-Index tiếp nối đà tăng sau phiên tăng mạnh trước đó. Tuy nhiên, khối lượng giao dịch cần vượt lên trên mức trung bình 20 ngày để đà tăng được củng..."
NHẬN ĐỊNH THỊ TRƯỜNG 21/11 15:57,"Nhịp đập Thị trường 21/11: Thị trường hồi liền 2 phiên, chứng sĩ bớt phần lo âu","Sau chuỗi ngày khó khăn khi liên tục giảm điểm, thị trường mang lại tín hiệu tươi sáng hơn với việc hồi phục hơn 20 điểm trong hai phiên liên tiếp..."
NHẬN ĐỊNH THỊ TRƯỜNG 20/11 20:00,Thị trường chứng quyền 21/11/2024: Giá trị giao dịch toàn thị trường tăng hơn 170%,"Kết thúc phiên giao dịch ngày 20/11/2024, toàn thị trường có 24 mã tăng, 46 mã giảm và 7 mã tham chiếu. Khối ngoại quay lại bán ròng với tổng mức bán..."
